number,title,state,merged,created_at,closed_at,merged_at,cycle_time_hours,base_ref,head_ref,additions,deletions,changed_files,labels,is_task_pr,task_id,target,is_generation_pr,is_recurring_pr
3143,GH-3142: Set all non-trivial requirement weights to 4,MERGED,True,2026-03-23T02:01:01+00:00,2026-03-23T02:01:08+00:00,2026-03-23T02:01:08+00:00,0.0019,main,gh-3142-weight4,286,286,17,,False,,,False,False
3141,GH-3140: prd072-od: increase weights and remove from rel99.0,MERGED,True,2026-03-23T01:46:28+00:00,2026-03-23T01:46:42+00:00,2026-03-23T01:46:42+00:00,0.0039,main,gh-3140-od-weights,9,20,2,,False,,,False,False
3139,GH-3138: Increase requirement weights for PRDs with slow stitch tasks,MERGED,True,2026-03-23T01:03:30+00:00,2026-03-23T01:03:35+00:00,2026-03-23T01:03:35+00:00,0.0014,main,gh-3138-weights,271,271,15,,False,,,False,False
3137,GH-2938: Restore prd004-ts R6 with weighted requirement groups,MERGED,True,2026-03-23T00:51:23+00:00,2026-03-23T00:51:29+00:00,2026-03-23T00:51:29+00:00,0.0017,main,gh-2938-ts-r6,40,17,4,,False,,,False,False
3136,GH-3108: Restore prd070-fmt R3 with weighted requirement groups,MERGED,True,2026-03-23T00:38:28+00:00,2026-03-23T00:38:34+00:00,2026-03-23T00:38:34+00:00,0.0017,main,gh-3108-fmt-r3,55,19,4,,False,,,False,False
3135,GH-3134: Add requirement_weight to all PRD requirement items,MERGED,True,2026-03-22T22:20:15+00:00,2026-03-22T22:20:19+00:00,2026-03-22T22:20:19+00:00,0.0011,main,gh-3134-prd-weights,3431,1269,73,,False,,,False,False
3132,GH-2655: Upgrade cobbler-scaffold v0.20260317.2 → v0.20260322.0,MERGED,True,2026-03-22T22:06:22+00:00,2026-03-22T22:06:28+00:00,2026-03-22T22:06:28+00:00,0.0017,main,gh-2655-upgrade-scaffold,16,3,3,,False,,,False,False
3130,GH-2652: Post-generation repository cleanup,MERGED,True,2026-03-21T15:56:40+00:00,2026-03-21T15:56:45+00:00,2026-03-21T15:56:45+00:00,0.0014,main,gh-2652-cleanup,2,52528,165,,False,,,False,False
3129,"Generation run 37: 301 tasks, 52K LOC, 97% requirements",MERGED,True,2026-03-21T15:43:52+00:00,2026-03-21T15:46:37+00:00,2026-03-21T15:46:37+00:00,0.0458,main,gh-2626-run37-merge,52676,53,169,,False,,,False,False
2654,GH-2630: Upgrade cobbler-scaffold v0.20260317.1 → v0.20260317.2,MERGED,True,2026-03-18T04:10:59+00:00,2026-03-18T04:11:04+00:00,2026-03-18T04:11:04+00:00,0.0014,main,gh-2630-upgrade-scaffold,3,3,2,,False,,,False,False
2653,GH-2627: Post-generation repository cleanup (run 36),MERGED,True,2026-03-18T02:49:04+00:00,2026-03-18T02:49:12+00:00,2026-03-18T02:49:12+00:00,0.0022,main,gh-2627-cleanup,2,2,1,,False,,,False,False
2629,GH-2613: Upgrade cobbler-scaffold v0.20260317.0 → v0.20260317.1,MERGED,True,2026-03-18T01:40:54+00:00,2026-03-18T01:41:00+00:00,2026-03-18T01:41:00+00:00,0.0017,main,gh-2613-upgrade-scaffold,3,3,2,,False,,,False,False
2628,GH-1410: Post-generation repository cleanup,MERGED,True,2026-03-17T12:19:42+00:00,2026-03-17T12:19:52+00:00,2026-03-17T12:19:52+00:00,0.0028,main,gh-1410-cleanup,1,1,1,,False,,,False,False
2625,GH-2607: Generation run 35 — multi-issue measure validation,MERGED,True,2026-03-17T12:13:57+00:00,2026-03-17T12:14:17+00:00,2026-03-17T12:14:17+00:00,0.0056,main,gh-2607-run35,58,6,3,,False,,,False,False
2612,GH-1412: Upgrade cobbler-scaffold v0.20260315.0 → v0.20260317.0,MERGED,True,2026-03-17T05:12:53+00:00,2026-03-17T05:13:00+00:00,2026-03-17T05:13:00+00:00,0.0019,main,gh-1412-upgrade-scaffold,91,30,6,,False,,,False,False
2611,Add golangci-lint config for function size and duplication limits,MERGED,True,2026-03-17T05:05:11+00:00,2026-03-17T05:18:53+00:00,2026-03-17T05:18:53+00:00,0.2283,main,gh-2610-golangci-lint,15,0,1,,False,,,False,False
2609,Fix PRD specs that caused code quality issues in run 34,MERGED,True,2026-03-17T04:58:21+00:00,2026-03-17T05:18:50+00:00,2026-03-17T05:18:50+00:00,0.3414,main,gh-2608-fix-prd-specs,13,13,2,,False,,,False,False
2606,"GH-1400: Generation run 34 — 65% of requirements, scaffold validation",MERGED,True,2026-03-17T04:16:47+00:00,2026-03-17T04:16:59+00:00,2026-03-17T04:16:59+00:00,0.0033,main,gh-1400-generate-run34,86,3,4,,False,,,False,False
1411,GH-1331: Upgrade cobbler-scaffold v0.20260314.1 → v0.20260315.0,MERGED,True,2026-03-15T18:30:46+00:00,2026-03-15T18:30:54+00:00,2026-03-15T18:30:54+00:00,0.0022,main,gh-1331-upgrade-scaffold,3,3,2,,False,,,False,False
1409,"GH-1408: Post-generation cleanup — go.sum, go.mod, road-map status, stale branches",MERGED,True,2026-03-15T12:04:36+00:00,2026-03-15T12:04:44+00:00,2026-03-15T12:04:44+00:00,0.0022,main,gh-1408-cleanup,3,28,3,,False,,,False,False
1407,GH-1406: Add CLAUDE.md to prevent known stitch agent failures,MERGED,True,2026-03-15T11:56:55+00:00,2026-03-15T11:57:00+00:00,2026-03-15T11:57:00+00:00,0.0014,main,gh-1406-claude-md,83,0,1,,False,,,False,False
1404,"GH-1403: Specify rel08.1 — split, csplit, join, fmt, numfmt, od, printf",MERGED,True,2026-03-15T11:53:28+00:00,2026-03-15T11:53:35+00:00,2026-03-15T11:53:35+00:00,0.0019,main,gh-1403-add-specs,1634,0,17,,False,,,False,False
1402,"GH-1401: Specify rel08.0 — date, sleep, touch, timeout, shuf, factor, expr",MERGED,True,2026-03-15T11:33:05+00:00,2026-03-15T11:33:13+00:00,2026-03-15T11:33:13+00:00,0.0022,main,gh-1401-add-specs,1662,0,17,,False,,,False,False
1399,GH-1329: Generation run 33 — scaffold v0.20260314.1 validation,MERGED,True,2026-03-15T05:17:33+00:00,2026-03-15T05:17:37+00:00,2026-03-15T05:17:37+00:00,0.0011,main,gh-1329-generate-run33,89,6,5,,False,,,False,False
1330,GH-1299: Upgrade cobbler-scaffold v0.20260314.0 → v0.20260314.1,MERGED,True,2026-03-15T03:11:30+00:00,2026-03-15T03:11:36+00:00,2026-03-15T03:11:36+00:00,0.0017,main,gh-1299-upgrade-scaffold,3,3,2,,False,,,False,False
1328,GH-1297: Generation run 32 — scaffold validation and stitch turn optimization,MERGED,True,2026-03-15T02:57:08+00:00,2026-03-15T02:57:12+00:00,2026-03-15T02:57:12+00:00,0.0011,main,gh-1297-generate-run32,58,44634,133,,False,,,False,False
1298,GH-784: Upgrade cobbler-scaffold v0.20260310.0 → v0.20260314.0,MERGED,True,2026-03-15T01:41:54+00:00,2026-03-15T01:41:58+00:00,2026-03-15T01:41:58+00:00,0.0011,main,gh-784-upgrade-scaffold,3,3,2,,False,,,False,False
1296,GH-799: Generation run 31 — rel05.4 through rel07.1,MERGED,True,2026-03-14T11:57:55+00:00,2026-03-14T12:15:09+00:00,2026-03-14T12:15:09+00:00,0.2872,main,gh-799-generate-run31,44905,4,153,,False,,,False,False
862,GH-861: Update eng24 with explicit test task requirement,MERGED,True,2026-03-12T11:36:46+00:00,2026-03-12T11:36:52+00:00,2026-03-12T11:36:52+00:00,0.0017,main,gh-861-eng24-tests,33,6,1,,False,,,False,False
824,GH-822: Add eng24 interface-first task decomposition guideline,MERGED,True,2026-03-11T11:25:12+00:00,2026-03-11T11:25:17+00:00,2026-03-11T11:25:17+00:00,0.0014,main,gh-822-add-eng24,102,0,1,,False,,,False,False
793,GH-792: Fix releases order and add context_exclude entries,MERGED,True,2026-03-10T19:04:35+00:00,2026-03-10T19:05:41+00:00,2026-03-10T19:05:41+00:00,0.0183,main,gh-792-fix-config,5,1,1,,False,,,False,False
783,GH-681: Upgrade cobbler-scaffold v0.20260309.4 → v0.20260310.0,MERGED,True,2026-03-10T14:18:14+00:00,2026-03-10T14:18:21+00:00,2026-03-10T14:18:20+00:00,0.0017,main,gh-681-scaffold-upgrade,74,25,7,,False,,,False,False
782,GH-545: Remove cmd from go_source_dirs to prevent stitch prompt growth,MERGED,True,2026-03-10T13:03:19+00:00,2026-03-10T13:03:25+00:00,2026-03-10T13:03:25+00:00,0.0017,main,gh-545-remove-cmd-source-dirs,0,1,1,,False,,,False,False
682,GH-636: Upgrade cobbler-scaffold v0.20260309.3 → v0.20260309.4,MERGED,True,2026-03-09T21:51:52+00:00,2026-03-09T21:51:57+00:00,2026-03-09T21:51:57+00:00,0.0014,main,gh-636-scaffold-upgrade,3,3,2,,False,,,False,False
680,"GH-679: Split prd011-magefiles, extract cmd/version to prd059-version",MERGED,True,2026-03-09T21:01:58+00:00,2026-03-09T21:02:05+00:00,2026-03-09T21:02:05+00:00,0.0019,main,gh-679-split-prd011,131,187,5,,False,,cmd/version,False,False
678,GH-634: Close out generation run 27,MERGED,True,2026-03-09T20:50:36+00:00,2026-03-09T20:50:42+00:00,2026-03-09T20:50:42+00:00,0.0017,main,gh-634-run27,125,4,3,,False,,,False,False
635,GH-599: Upgrade cobbler-scaffold v0.20260309.0 → v0.20260309.3,MERGED,True,2026-03-09T19:14:37+00:00,2026-03-09T19:15:07+00:00,2026-03-09T19:15:07+00:00,0.0083,main,gh-599-scaffold-upgrade,3,3,2,,False,,,False,False
633,GH-552: Close out generation run 26,MERGED,True,2026-03-09T14:01:48+00:00,2026-03-09T14:01:54+00:00,2026-03-09T14:01:54+00:00,0.0017,main,gh-552-run26,153,0,3,,False,,,False,False
600,GH-595: Upgrade cobbler-scaffold v0.20260308.8 → v0.20260309.0,MERGED,True,2026-03-09T11:22:47+00:00,2026-03-09T11:22:53+00:00,2026-03-09T11:22:53+00:00,0.0017,main,gh-595-scaffold-upgrade,3,3,2,,False,,,False,False
596,GH-589: Upgrade cobbler-scaffold v0.20260308.7 → v0.20260308.8,MERGED,True,2026-03-09T03:49:44+00:00,2026-03-09T03:49:50+00:00,2026-03-09T03:49:50+00:00,0.0017,main,gh-589-scaffold-upgrade,578,1614,20,,False,,,False,False
590,GH-582: Upgrade cobbler-scaffold v0.20260308.6 → v0.20260308.7,MERGED,True,2026-03-09T02:48:38+00:00,2026-03-09T02:48:42+00:00,2026-03-09T02:48:42+00:00,0.0011,main,gh-582-scaffold-upgrade,1914,6,19,,False,,,False,False
583,GH-569: Upgrade cobbler-scaffold v0.20260308.5 → v0.20260308.6,MERGED,True,2026-03-09T01:34:33+00:00,2026-03-09T01:34:40+00:00,2026-03-09T01:34:40+00:00,0.0019,main,gh-569-upgrade-scaffold,3,3,2,,False,,,False,False
570,GH-566: Upgrade cobbler-scaffold v0.20260308.4 → v0.20260308.5,MERGED,True,2026-03-08T22:41:54+00:00,2026-03-08T22:41:58+00:00,2026-03-08T22:41:58+00:00,0.0011,main,gh-566-upgrade-scaffold,23,3,3,,False,,,False,False
567,GH-559: Upgrade cobbler-scaffold v0.20260308.2 → v0.20260308.4,MERGED,True,2026-03-08T20:39:27+00:00,2026-03-08T20:39:38+00:00,2026-03-08T20:39:38+00:00,0.0031,main,gh-559-upgrade-scaffold,3,3,2,,False,,,False,False
565,GH-557: Tighten UC S-items and strengthen F-item rationale,MERGED,True,2026-03-08T19:51:13+00:00,2026-03-08T19:51:17+00:00,2026-03-08T19:51:17+00:00,0.0011,main,gh-557-tighten-uc-sitems,1071,1932,59,,False,,,False,False
558,GH-546: Upgrade cobbler-scaffold to v0.20260308.2,MERGED,True,2026-03-08T19:18:19+00:00,2026-03-08T19:18:51+00:00,2026-03-08T19:18:51+00:00,0.0089,main,gh-546-upgrade-scaffold,3297,361,60,,False,,,False,False
556,Fix rel00.0 release status after specs-only reset,MERGED,True,2026-03-08T04:36:56+00:00,2026-03-08T04:37:01+00:00,2026-03-08T04:37:01+00:00,0.0014,main,gh-fix-roadmap,1,1,1,,False,,,False,False
555,"GH-528: Specify rel07.0 (sort, tr, tail) and rel07.1 (cp, mv, rm)",MERGED,True,2026-03-08T04:31:41+00:00,2026-03-08T04:31:46+00:00,2026-03-08T04:31:45+00:00,0.0011,main,gh-528-add-specs,1425,0,15,,False,,,False,False
553,GH-543: Partial generation run 21 — rel00.0 pkg/ libraries,MERGED,True,2026-03-08T04:20:27+00:00,2026-03-08T04:20:31+00:00,2026-03-08T04:20:31+00:00,0.0011,main,gh-543-gen-run,319,320,4,,False,,,False,False
547,GH-477: Upgrade cobbler-scaffold v0.20260307.0 → v0.20260307.1,MERGED,True,2026-03-08T03:35:44+00:00,2026-03-08T03:35:49+00:00,2026-03-08T03:35:49+00:00,0.0014,main,gh-477-upgrade-scaffold,3,3,2,,False,,,False,False
544,GH-535: Rename rel99.2 artifacts to rel05.5 for ts,MERGED,True,2026-03-08T02:40:20+00:00,2026-03-08T02:40:25+00:00,2026-03-08T02:40:25+00:00,0.0014,main,gh-535-rename-rel99,21,233,6,,False,,,False,False
542,"GH-472: Generation run 20 — 38 commands, 18,170 LOC",MERGED,True,2026-03-08T00:49:50+00:00,2026-03-08T00:49:55+00:00,2026-03-08T00:49:55+00:00,0.0014,main,gh-472-run20,153,79,5,,False,,,False,False
529,GH-481: Add utility specifications for rel03.1 and rel04.1,MERGED,True,2026-03-07T23:50:57+00:00,2026-03-07T23:51:02+00:00,2026-03-07T23:51:01+00:00,0.0011,main,gh-481-add-utility-specs,1819,0,23,,False,,,False,False
484,GH-483: Combine prd008-ls and prd010-ls-extended into single PRD,MERGED,True,2026-03-07T20:40:29+00:00,2026-03-07T20:40:36+00:00,2026-03-07T20:40:36+00:00,0.0019,main,gh-483-combine-ls-prds,181,279,8,,False,,,False,False
482,GH-326: Specify rel06.0 and rel06.1 (10 utilities),MERGED,True,2026-03-07T20:25:28+00:00,2026-03-07T20:25:34+00:00,2026-03-07T20:25:34+00:00,0.0017,main,gh-326-add-specs,2111,0,24,,False,,,False,False
478,GH-403: Upgrade cobbler-scaffold v0.20260306.9 → v0.20260307.0,MERGED,True,2026-03-07T20:06:11+00:00,2026-03-07T20:06:20+00:00,2026-03-07T20:06:20+00:00,0.0025,main,gh-403-upgrade-scaffold,214,3,3,,False,,,False,False
476,GH-475: Close out generation run 19 and reset main to specs-only,MERGED,True,2026-03-07T18:52:09+00:00,2026-03-07T18:52:53+00:00,2026-03-07T18:52:53+00:00,0.0122,main,gh-475-reset-specs-only,30,15980,77,,False,,,False,False
474,GH-473: Add differential tests for echo and ts; promote ts to rel05.5,MERGED,True,2026-03-07T18:45:18+00:00,2026-03-07T18:45:24+00:00,2026-03-07T18:45:24+00:00,0.0017,main,gh-473-missing-tests,218,6,3,,False,,,False,False
471,GH-399: Generate code from specifications — generation run 19,MERGED,True,2026-03-07T18:16:44+00:00,2026-03-07T18:17:27+00:00,2026-03-07T18:17:27+00:00,0.0119,main,gh-399-generate-code,15768,1,76,,False,,,False,False
402,GH-383: Upgrade cobbler-scaffold v0.20260306.8 → v0.20260306.9,MERGED,True,2026-03-07T03:32:31+00:00,2026-03-07T03:32:35+00:00,2026-03-07T03:32:35+00:00,0.0011,main,gh-383-upgrade-scaffold,4,3,3,,False,,,False,False
401,"Security: remove committed credentials, binary, and runtime files from PR #400",MERGED,True,2026-03-07T01:07:35+00:00,2026-03-07T01:07:43+00:00,2026-03-07T01:07:42+00:00,0.0019,main,gh-cleanup-run18,31,9460,8,,False,,,False,False
400,"GH-380: Generate code from specifications — run 18 (rel99.2 ts, SDK mode)",MERGED,True,2026-03-07T01:04:13+00:00,2026-03-07T01:04:21+00:00,2026-03-07T01:04:21+00:00,0.0022,main,gh-380-generate-code-from-specs,1144,10,8,,False,,,False,False
386,GH-385: Clean up configuration.yaml and switch cobbler.mode to sdk,MERGED,True,2026-03-06T22:05:09+00:00,2026-03-06T22:05:14+00:00,2026-03-06T22:05:14+00:00,0.0014,main,gh-385-cleanup-configuration,4,33,1,,False,,,False,False
384,GH-337: Recurring: Upgrade to latest cobbler-scaffold,MERGED,True,2026-03-06T21:56:32+00:00,2026-03-06T21:56:43+00:00,2026-03-06T21:56:43+00:00,0.0031,main,gh-337-upgrade-cobbler-scaffold,6,3,3,,False,,,False,False
382,GH-381: Move and rename old generation run reports to docs/reports/,MERGED,True,2026-03-06T21:32:13+00:00,2026-03-06T21:32:20+00:00,2026-03-06T21:32:20+00:00,0.0019,main,gh-381-move-reports,3355,3383,28,,False,,,False,False
379,Remove stray tee binary committed by stitch agent,MERGED,True,2026-03-06T20:04:52+00:00,2026-03-06T20:04:58+00:00,2026-03-06T20:04:58+00:00,0.0017,main,gh-cleanup-tee-binary,0,0,1,,False,,,False,False
